Youtuber,subscribers,video views,uploads,category,Country,Abbreviation,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,Gross tertiary education enrollment (%),Unemployment rate,Population,Urban_population,created_year,average_yearly_earnings,average_monthly_earnings
Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13100000,4214172991.0,1365,Film & Animation,Brazil,BR,6800.0,109400.0,82000.0,1300000.0,51.3,12.08,212559417.0,183241641.0,2014.0,691000.0,58100.0
ýýýýýýýýýýýýýýý Ms Yeah,13100000,4399833602.0,435,People & Blogs,United States,US,15200.0,242600.0,182000.0,2900000.0,88.2,14.7,328239523.0,270663028.0,2017.0,1541000.0,128900.0
Hungria Hip Hop,13100000,4608751851.0,73,Music,Brazil,BR,12100.0,192900.0,144700.0,2300000.0,51.3,12.08,212559417.0,183241641.0,2013.0,1222350.0,102500.0
RaptorGamer,13100000,2879263916.0,1444,People & Blogs,Ecuador,EC,15700.0,251600.0,188700.0,3000000.0,44.9,3.97,17373662.0,11116711.0,2016.0,1594350.0,133650.0
RedeTV,13100000,5333569294.0,36760,Entertainment,Brazil,BR,4400.0,70400.0,52800.0,844200.0,51.3,12.08,212559417.0,183241641.0,2011.0,448500.0,37400.0
twenty one pilots,13100000,5264039679.0,194,Music,United States,US,12700.0,203700.0,152800.0,2400000.0,88.2,14.7,328239523.0,270663028.0,2009.0,1276400.0,108200.0
DJ Khaled,13100000,6637820731.0,12,Music,Samoa,WS,0.09,2.0,1.0,18.0,7.6,8.36,202506.0,35588.0,2006.0,9.5,1.045
Davie504,13000000,2683297849.0,838,Entertainment,Italy,IT,7500.0,119500.0,89600.0,1400000.0,61.9,9.89,60297396.0,42651966.0,2011.0,744800.0,63500.0
Everson Zoio,13000000,1024467771.0,625,Comedy,Brazil,BR,763.0,12200.0,9200.0,146500.0,51.3,12.08,212559417.0,183241641.0,2009.0,77850.0,6481.5
Calon Sarjana,13000000,10664585.0,29,Entertainment,Indonesia,ID,0.0,0.0,0.0,0.0,36.3,4.69,270203917.0,151509724.0,2016.0,0.0,0.0
Lofi Girl,13000000,1698279553.0,409,Music,France,FR,7600.0,121900.0,91400.0,1500000.0,65.6,8.43,67059887.0,54123364.0,2015.0,795700.0,64750.0
Jomy Production,13000000,5057163256.0,8,Entertainment,India,IN,0.0,0.01,0.01,0.1,28.1,5.36,1366417754.0,471031528.0,2021.0,0.055,0.005
GH'S,13000000,8739174649.0,510,Gaming,South Korea,KR,270300.0,4300000.0,3200000.0,51900000.0,94.3,4.15,51709098.0,42106719.0,2020.0,27550000.0,2285150.0
JesseAndMike,13000000,9999238237.0,716,Entertainment,United States,US,10300.0,164400.0,123300.0,2000000.0,88.2,14.7,328239523.0,270663028.0,2007.0,1061650.0,87350.0
Wolfoo Channel,13000000,301547793.0,22,People & Blogs,Pakistan,PK,0.15,2.0,2.0,28.0,9.0,4.45,216565318.0,79927762.0,2021.0,15.0,1.075
Susy Mouriz,13000000,6270909026.0,1299,Entertainment,Mexico,MX,92100.0,1500000.0,1100000.0,17700000.0,40.2,3.42,126014024.0,102626859.0,2017.0,9400000.0,796050.0
7 Minutoz,13000000,4349562794.0,521,Music,Brazil,BR,7400.0,118100.0,88600.0,1400000.0,51.3,12.08,212559417.0,183241641.0,2012.0,744300.0,62750.0
The LaBrant Fam,13000000,4637474071.0,612,Comedy,United States,US,0.0,0.0,0.0,0.0,88.2,14.7,328239523.0,270663028.0,2012.0,0.0,0.0
Pastor Antï¿½ï¿½ï¿½ï¿½ï,12900000,2112274210.0,4712,People & Blogs,Brazil,BR,7900.0,127200.0,95400.0,1500000.0,51.3,12.08,212559417.0,183241641.0,2013.0,797700.0,67550.0
Matheus Yurley,12900000,140022442.0,69,Entertainment,Brazil,BR,37.0,591.0,443.0,7100.0,51.3,12.08,212559417.0,183241641.0,2015.0,3771.5,314.0
gymvirtual,12900000,2509752944.0,1572,Sports,Spain,ES,3000.0,48000.0,36000.0,575700.0,88.9,13.96,47076781.0,37927409.0,2010.0,305850.0,25500.0
BIBOï¿½ï¿½ï¿½ï¿½ï,12900000,3178222797.0,193,Entertainment,South Korea,KR,1000.0,16000.0,12000.0,192100.0,94.3,4.15,51709098.0,42106719.0,2016.0,102050.0,8500.0
Top Viral Talent,12900000,3643698504.0,1598,Entertainment,United States,US,7300.0,117500.0,88100.0,1400000.0,88.2,14.7,328239523.0,270663028.0,2014.0,744050.0,62400.0
Akon,12900000,6300933122.0,39,Music,United States,US,22800.0,365000.0,273700.0,4400000.0,88.2,14.7,328239523.0,270663028.0,2005.0,2336850.0,193900.0
AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,12900000,7520379951.0,169304,People & Blogs,United Arab Emirates,AE,20100.0,320900.0,240700.0,3900000.0,36.8,2.35,9770529.0,8479744.0,2006.0,2070350.0,170500.0
EnriqueIglesiasVEVO,12900000,15446707595.0,137,Music,United States,US,18900.0,303100.0,227300.0,3600000.0,88.2,14.7,328239523.0,270663028.0,2009.0,1913650.0,161000.0
ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,12900000,5585085130.0,1255,Shows,Ukraine,UA,17800.0,284500.0,213400.0,3400000.0,82.7,8.88,44385155.0,30835699.0,2014.0,1806700.0,151150.0
The Shiny Peanut,12900000,2848466522.0,2337,Education,Indonesia,ID,209.0,3400.0,2500.0,40200.0,36.3,4.69,270203917.0,151509724.0,2016.0,21350.0,1804.5
Talking Angela,12800000,3632438963.0,233,Entertainment,United Kingdom,GB,7000.0,111800.0,83900.0,1300000.0,60.0,3.85,66834405.0,55908316.0,2014.0,691950.0,59400.0
Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,12800000,5863456698.0,1727,Comedy,Iraq,IQ,8800.0,141300.0,106000.0,1700000.0,16.2,12.82,39309783.0,27783368.0,2016.0,903000.0,75050.0
Duo Tiempo De Sol,12800000,6662288136.0,323,Music,Spain,ES,13500.0,216000.0,162000.0,2600000.0,88.9,13.96,47076781.0,37927409.0,2013.0,1381000.0,114750.0
MrSuicideSheep,12800000,6970899521.0,3483,Entertainment,Canada,CA,4500.0,72500.0,54400.0,869600.0,68.9,5.56,36991981.0,30628482.0,2010.0,462000.0,38500.0
Adam W,12800000,9502983550.0,681,Comedy,United States,US,57200.0,915800.0,686900.0,11000000.0,88.2,14.7,328239523.0,270663028.0,2015.0,5843450.0,486500.0
Right to Shiksha,12800000,7876740921.0,2044,Education,India,IN,53400.0,855000.0,641200.0,10300000.0,28.1,5.36,1366417754.0,471031528.0,2020.0,5470600.0,454200.0
Beyoncï¿½ï¿½,12800000,14185611472.0,168,Music,United States,US,22400.0,358300.0,268700.0,4300000.0,88.2,14.7,328239523.0,270663028.0,2009.0,2284350.0,190350.0
FACT FIRE KING,12700000,1159290255.0,782,Gaming,India,IN,12800.0,205200.0,153900.0,2500000.0,28.1,5.36,1366417754.0,471031528.0,2020.0,1326950.0,109000.0
Franco Escamilla,12700000,4266957149.0,2483,Comedy,Mexico,MX,19400.0,309900.0,232400.0,3700000.0,40.2,3.42,126014024.0,102626859.0,2007.0,1966200.0,164650.0
Adexe & Nau,12700000,4579773883.0,594,Music,Spain,ES,2500.0,40300.0,30200.0,484000.0,88.9,13.96,47076781.0,37927409.0,2013.0,257100.0,21400.0
Diana and Roma IND,12700000,5567832210.0,534,Entertainment,United States,US,11700.0,186400.0,139800.0,2200000.0,88.2,14.7,328239523.0,270663028.0,2019.0,1169900.0,99050.0
Future,12700000,9927699419.0,119,Music,United States,US,118.0,1900.0,1400.0,22700.0,88.2,14.7,328239523.0,270663028.0,2020.0,12050.0,1009.0
YoungBoy Never Broke Again,12700000,13174393401.0,142,Entertainment,United States,US,42500.0,679900.0,509900.0,8200000.0,88.2,14.7,328239523.0,270663028.0,2015.0,4354950.0,361200.0
Blossom,12700000,4733873025.0,812,Howto & Style,United States,US,11000.0,175500.0,131600.0,2100000.0,88.2,14.7,328239523.0,270663028.0,2017.0,1115800.0,93250.0
Piuzinho,12700000,1081285962.0,504,Gaming,Brazil,BR,905.0,14500.0,10900.0,173700.0,51.3,12.08,212559417.0,183241641.0,2015.0,92300.0,7702.5
Go Ami Go!,12700000,1714955279.0,252,People & Blogs,Colombia,CO,81900.0,1300000.0,982800.0,15700000.0,55.3,9.71,50339443.0,40827302.0,2015.0,8341400.0,690950.0
Morgz,12600000,3303595310.0,825,Gaming,United Kingdom,GB,14700.0,235400.0,176500.0,2800000.0,60.0,3.85,66834405.0,55908316.0,2014.0,1488250.0,125050.0
CaseyNeistat,12600000,3152402405.0,1101,People & Blogs,United States,US,1500.0,23800.0,17900.0,285700.0,88.2,14.7,328239523.0,270663028.0,2010.0,151800.0,12650.0
ýýýýýýýýýSULGI,12600000,3485373675.0,683,People & Blogs,South Korea,KR,28300.0,452500.0,339400.0,5400000.0,94.3,4.15,51709098.0,42106719.0,2012.0,2869700.0,240400.0
NickiMinajAtVEVO,12600000,8831179714.0,99,Music,United States,US,8800.0,140100.0,105100.0,1700000.0,88.2,14.7,328239523.0,270663028.0,2010.0,902550.0,74450.0
Ellie Goulding,12600000,6969178081.0,218,Music,United Kingdom,GB,9200.0,146700.0,110000.0,1800000.0,60.0,3.85,66834405.0,55908316.0,2007.0,955000.0,77950.0
colinfurze,12500000,1612094871.0,385,Entertainment,United Kingdom,GB,2100.0,33900.0,25400.0,407200.0,60.0,3.85,66834405.0,55908316.0,2006.0,216300.0,18000.0
People Vs Food,12500000,1136534702.0,601,Entertainment,United States,US,3800.0,61400.0,46000.0,736300.0,88.2,14.7,328239523.0,270663028.0,2013.0,391150.0,32600.0
Wolfoo Family,12500000,161254021.0,61,Film & Animation,United States,US,0.0,0.0,0.0,0.0,88.2,14.7,328239523.0,270663028.0,2019.0,0.0,0.0
Health Time,12500000,1002219689.0,1810,Howto & Style,India,IN,349.0,5600.0,4200.0,66900.0,28.1,5.36,1366417754.0,471031528.0,2016.0,35550.0,2974.5
Yair17,12500000,1402042328.0,1109,Gaming,Mexico,MX,2200.0,35500.0,26600.0,425700.0,40.2,3.42,126014024.0,102626859.0,2014.0,226150.0,18850.0
Little Baby Bum en Espaï¿½ï,12500000,6956320454.0,1459,Education,Spain,ES,4100.0,65300.0,49000.0,783300.0,88.9,13.96,47076781.0,37927409.0,2014.0,416150.0,34700.0
First We Feast,12500000,2983799729.0,1076,Howto & Style,United States,US,27800.0,445000.0,333800.0,5300000.0,88.2,14.7,328239523.0,270663028.0,2014.0,2816900.0,236400.0
Mï¿½ï¿½ï¿½ï¿½,12500000,3140883140.0,766,Travel & Events,Mexico,MX,7800.0,124000.0,93000.0,1500000.0,40.2,3.42,126014024.0,102626859.0,2015.0,796500.0,65900.0
Bebefinn - Nursery Rhymes & Kids Songs,12500000,4163639093.0,322,Entertainment,United States,US,0.0,0.0,0.0,0.0,88.2,14.7,328239523.0,270663028.0,2022.0,0.0,0.0
Parafernalha,12500000,4625777945.0,1888,Entertainment,Brazil,BR,1800.0,28600.0,21500.0,343600.0,51.3,12.08,212559417.0,183241641.0,2011.0,182550.0,15200.0
NDTV,12500000,4935793409.0,151136,Entertainment,India,IN,14600.0,234100.0,175600.0,2800000.0,28.1,5.36,1366417754.0,471031528.0,2006.0,1487800.0,124350.0
elcarteldesantatv,12500000,7489455451.0,377,Music,Mexico,MX,29000.0,463500.0,347600.0,5600000.0,40.2,3.42,126014024.0,102626859.0,2008.0,2973800.0,246250.0
Family Fitness,12500000,10384848759.0,1699,Entertainment,India,IN,58900.0,942900.0,707100.0,11300000.0,28.1,5.36,1366417754.0,471031528.0,2017.0,6003550.0,500900.0
Zee Tamil,12500000,11552190002.0,102699,Entertainment,India,IN,87500.0,1400000.0,1000000.0,16800000.0,28.1,5.36,1366417754.0,471031528.0,2008.0,8900000.0,743750.0
Flowers Comedy,12500000,11691081301.0,11907,Entertainment,India,IN,45000.0,720100.0,540100.0,8600000.0,28.1,5.36,1366417754.0,471031528.0,2015.0,4570050.0,382550.0
Mundo Bita,12500000,16690788752.0,253,Music,Brazil,BR,53400.0,854800.0,641100.0,10300000.0,51.3,12.08,212559417.0,183241641.0,2011.0,5470550.0,454100.0
Wave Music Bhakti,12500000,5146004207.0,19899,Music,India,IN,2800.0,44300.0,33200.0,531800.0,28.1,5.36,1366417754.0,471031528.0,2011.0,282500.0,23550.0
CKM,12500000,4465772496.0,117,Comedy,India,IN,3300.0,52600.0,39400.0,630800.0,28.1,5.36,1366417754.0,471031528.0,2018.0,335100.0,27950.0
Quantum Tech HD,12500000,4340213066.0,223,Science & Technology,Pakistan,PK,2.0,35.0,26.0,419.0,9.0,4.45,216565318.0,79927762.0,2022.0,222.5,18.5
_vector_,12400000,7597013023.0,398,Comedy,United States,US,225900.0,3600000.0,2700000.0,43400000.0,88.2,14.7,328239523.0,270663028.0,2019.0,23050000.0,1912950.0
DEV Ke Facts,12400000,1971226335.0,218,Education,India,IN,68400.0,1100000.0,821000.0,13100000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,6960500.0,584200.0
LOUD,12400000,2394143260.0,690,Gaming,United States,US,7.0,110.0,83.0,1300.0,88.2,14.7,328239523.0,270663028.0,2006.0,691.5,58.5
Gibby :),12400000,2862685032.0,226,People & Blogs,Mexico,MX,2600.0,41100.0,30800.0,493300.0,40.2,3.42,126014024.0,102626859.0,2014.0,262050.0,21850.0
Gustavo Parï¿½ï¿½,12400000,2602614088.0,9,Comedy,Brazil,BR,0.0,0.0,0.0,0.0,51.3,12.08,212559417.0,183241641.0,2010.0,0.0,0.0
SAAIHALILINTAR,12400000,1113066203.0,409,Entertainment,Indonesia,ID,202.0,3200.0,2400.0,38700.0,36.3,4.69,270203917.0,151509724.0,2012.0,20550.0,1701.0
Timba Vk,12400000,2840137980.0,1024,Gaming,Spain,ES,6000.0,96100.0,72100.0,1200000.0,88.9,13.96,47076781.0,37927409.0,2012.0,636050.0,51050.0
Heidi and Zidane HZHtube,12400000,4021409291.0,813,Entertainment,Canada,CA,2400.0,38400.0,28800.0,460600.0,68.9,5.56,36991981.0,30628482.0,2015.0,244700.0,20400.0
DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12400000,6933660906.0,12419,Gaming,Spain,ES,20700.0,330600.0,247900.0,4000000.0,88.9,13.96,47076781.0,37927409.0,2012.0,2123950.0,175650.0
Zee Kids,12400000,7683670251.0,1212,Film & Animation,India,IN,23800.0,380700.0,285500.0,4600000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,2442750.0,202250.0
Pari's Lifestyle,12400000,7741764747.0,459,People & Blogs,India,IN,9500.0,152700.0,114500.0,1800000.0,28.1,5.36,1366417754.0,471031528.0,2018.0,957250.0,81100.0
DisneyChannelUK,12400000,12607488647.0,4422,Music,United Kingdom,GB,8700.0,139000.0,104300.0,1700000.0,60.0,3.85,66834405.0,55908316.0,2007.0,902150.0,73850.0
MoniLina,12400000,16086808918.0,0,Comedy,United States,US,0.0,0.0,0.0,0.0,88.2,14.7,328239523.0,270663028.0,2016.0,0.0,0.0
bharatzkitchen HINDI,12400000,2315226648.0,729,Howto & Style,India,IN,7700.0,123900.0,92900.0,1500000.0,28.1,5.36,1366417754.0,471031528.0,2016.0,796450.0,65800.0
Avril Lavigne,12400000,6202090191.0,205,Music,United States,US,12500.0,200800.0,150600.0,2400000.0,88.2,14.7,328239523.0,270663028.0,2005.0,1275300.0,106650.0
Caylus,12400000,4779139505.0,1340,Education,United States,US,44400.0,710400.0,532800.0,8500000.0,88.2,14.7,328239523.0,270663028.0,2016.0,4516400.0,377400.0
Migos ATL,12400000,6993406259.0,99,Music,United States,US,12400.0,197600.0,148200.0,2400000.0,88.2,14.7,328239523.0,270663028.0,2012.0,1274100.0,105000.0
Natan por Aï¿,12300000,9029609749.0,1200,Sports,Brazil,BR,138100.0,2200000.0,1700000.0,26500000.0,51.3,12.08,212559417.0,183241641.0,2017.0,14100000.0,1169050.0
Free Fire India Official,12300000,1674409945.0,1500,People & Blogs,India,IN,16200.0,258900.0,194200.0,3100000.0,28.1,5.36,1366417754.0,471031528.0,2018.0,1647100.0,137550.0
Panda,12300000,2214684303.0,2452,Gaming,United Kingdom,GB,17.0,268.0,201.0,3200.0,60.0,3.85,66834405.0,55908316.0,2006.0,1700.5,142.5
RobTopGames,12300000,374123483.0,39,Gaming,Sweden,SE,968.0,15500.0,11600.0,185800.0,67.0,6.48,10285453.0,9021165.0,2012.0,98700.0,8234.0
Make Joke Of,12300000,2129773714.0,62,Comedy,India,IN,6000.0,96000.0,72000.0,1200000.0,28.1,5.36,1366417754.0,471031528.0,2017.0,636000.0,51000.0
